Transaction,Type,Currency,Amount,USD Equivalent,Details,Outstanding Loan,Date / Time
NXTrLAE4W3eNb,TransferOut,USDC,-71.90341509,$71.903199379755,approved / Transfer from Savings Wallet to Credit Line Wallet,$3671.75,2021-03-07 12:41:41
NXT9QpOoCZt8X,ExchangeSell,NEXOBNBUSDC,-0.30000000,$72.47832,approved / Exchange BNB to USD Coin,$3671.75,2021-03-07 12:41:15
NXTLvsY9xWzWa,TransferIn,BNB,0.30000000,$72.44997,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.75,2021-03-07 12:40:36
NXTA9FFB2fzsF,Interest,NEXONEXO,0.02324123,$0.04830268989237,approved / 0.03490076 GBPx,$3671.75,2021-03-07 01:00:03
NXTMPXVl40v3c,Interest,NEXONEXO,0.07356130,$0.1528838474547,approved / 0.00009228 ETH,$3671.75,2021-03-07 01:00:03
NXTJ9G6SbneDU,Interest,NEXONEXO,0.08748873,$0.18182948984487,approved / 0.15259144 EURx,$3671.75,2021-03-07 01:00:03
NXTxI3lfgIcgB,Interest,NEXONEXO,0.08237119,$0.17119360922961,approved / 0.00000349 BTC,$3671.75,2021-03-07 01:00:03
NXTb5aOIH1fZr,Interest,USD,-0.60000000,$0.6,approved / Interest,$3671.75,2021-03-07 00:00:01
NXTktr7zEOPl4,ExchangeSell,BTCEURX,-0.00202743,$99.484993078859,approved / Exchange Bitcoin to EUR,$3671.15,2021-03-06 08:31:01
NXTgd4DBCe72S,ExchangeSell,NEXONEXOBTC,-50.00000000,$106.6035,approved / Exchange NEXO Token to Bitcoin,$3671.15,2021-03-06 08:29:42
NXT02YUUmzBRf,TransferIn,NEXO,50.00000000,$106.515,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.15,2021-03-06 08:28:19
NXTTO0QIvJJVU,TransferIn,BTC,0.00100000,$48.926998089,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.15,2021-03-06 08:07:39
NXTaIRYGkhHWe,ExchangeSell,NEXONEXOBTC,-25.00000000,$53.4842,approved / Exchange NEXO Token to Bitcoin,$3671.15,2021-03-06 08:06:39
NXTDvzSj2Qk36,TransferIn,NEXO,25.00000000,$53.535725,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.15,2021-03-06 08:05:56
NXTcw5lQYKwpC,TransferIn,BTC,0.00100000,$48.974750274,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.15,2021-03-06 08:04:24
NXTRkriehCg5Q,TransferOut,USDTERC,-52.65832200,$52.683282044628,approved / Transfer from Savings Wallet to Credit Line Wallet,$3671.15,2021-03-06 08:03:15
NXTT4gpEb1Vjh,TransferOut,PAX,-51.78211915,$51.802728433422,approved / Transfer from Savings Wallet to Credit Line Wallet,$3671.15,2021-03-06 08:01:41
NXTlALzyHXkUd,ExchangeSell,TRXPAX,-1031.91819026,$52.118060117272,approved / Exchange Tron to Paxos Standard,$3671.15,2021-03-06 08:01:02
NXTQwIMpa9MNO,ExchangeSell,ETHTRX,-0.03330000,$52.5542152113,approved / Exchange Ether to Tron,$3671.15,2021-03-06 08:00:14
NXTgtZ5AFnRm1,ExchangeSell,NEXONEXOETH,-25.00000000,$53.541375,approved / Exchange NEXO Token to Ether,$3671.15,2021-03-06 07:58:37
NXTjXDIK3R74Z,TransferIn,NEXO,25.00000000,$53.50145,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.15,2021-03-06 07:55:50
NXTkr2OtxFwiq,ExchangeSell,NEXONEXOUSDTERC,-25.00000000,$53.541125,approved / Exchange NEXO Token to Tether,$3671.15,2021-03-06 07:54:02
NXT288DoWirlk,TransferIn,NEXO,25.00000000,$53.493175,approved / Transfer from Credit Line Wallet to Savings Wallet,$3671.15,2021-03-06 07:52:27
NXTmC5RPRvf08,Interest,NEXONEXO,0.02261138,$0.04830267868118,approved / 0.03490076 GBPx,$3671.15,2021-03-06 01:00:03
NXTGTUAQZ7CNK,Interest,NEXONEXO,0.07497898,$0.16017092184478,approved / 0.13447018 EURx,$3671.15,2021-03-06 01:00:03
NXTlZSFGnM3SY,Interest,NEXONEXO,0.06622457,$0.14146965490427,approved / 0.00009227 ETH,$3671.15,2021-03-06 01:00:03
NXTXRGOGoIJeR,Interest,NEXONEXO,0.06618548,$0.14138615041628,approved / 0.00000288 BTC,$3671.15,2021-03-06 01:00:03
NXTDiF3a3iTD6,Interest,USD,-0.60000000,$0.6,approved / Interest,$3671.15,2021-03-06 00:00:02
NXT2gDus2d9Ov,Interest,NEXONEXO,0.03311568,$0.0727326302976,approved / 0.05235114 GBPx,$3670.55,2021-03-05 01:00:02
NXTudtq0lu3tw,Interest,NEXONEXO,0.07301353,$0.1603610762096,approved / 0.0000033 BTC,$3670.55,2021-03-05 01:00:02
NXTCjZ0kSQIes,Interest,NEXONEXO,0.10990583,$0.2413883725456,approved / 0.2017053 EURx,$3670.55,2021-03-05 01:00:02
NXTN6DhhCVFgc,Interest,NEXONEXO,0.07402883,$0.1625909999056,approved / 0.00010545 ETH,$3670.55,2021-03-05 01:00:02
NXTxNdINdnX29,Interest,USD,-0.60000000,$0.6,approved / Interest,$3670.55,2021-03-05 00:00:02
NXTrkSIjBMIAn,TransferOut,USDTERC,-57.30563595,$57.293143321363,approved / Transfer from Savings Wallet to Credit Line Wallet,$3669.95,2021-03-04 20:17:23
NXTRvmeCYOlgf,ExchangeSell,XLMUSDTERC,-141.00000000,$58.092987,approved / Exchange Stellar to Tether,$3669.95,2021-03-04 20:16:39
NXTjfJUmdUjda,Deposit,XLM,141.00000000,$58.095807,approved / d0c9925c0ff319b15915721486f56b5157f83a0eb83252a19bf7a7a3764bccfd,$3669.95,2021-03-04 19:42:47
NXTIMSpV6Mhva,TransferIn,BTC,0.00100000,$49.356027197,approved / Transfer from Credit Line Wallet to Savings Wallet,$3669.95,2021-03-04 05:48:57
NXTXawqEqTyoJ,Interest,NEXONEXO,0.07155277,$0.1662127915438,approved / 0.00010545 ETH,$3669.95,2021-03-04 01:00:02
NXT4K3cjIpTJb,Interest,NEXONEXO,0.10463504,$0.2430609198176,approved / 0.2017053 EURx,$3669.95,2021-03-04 01:00:02
NXTpgc0yX0DZF,Interest,NEXONEXO,0.06708708,$0.1558392616152,approved / 0.00000308 BTC,$3669.95,2021-03-04 01:00:02
NXTjycYCjczb1,Interest,NEXONEXO,0.03138472,$0.0729048214768,approved / 0.05235114 GBPx,$3669.95,2021-03-04 01:00:02
NXTalNL3uTLJe,Interest,USD,-0.60000000,$0.6,approved / Interest,$3669.95,2021-03-04 00:00:01
NXTMLRaqp6IWF,Interest,NEXONEXO,0.03456829,$0.07305130056934,approved / 0.05235114 GBPx,$3669.35,2021-03-03 01:00:02
NXTwWlwKC8m27,Interest,NEXONEXO,0.07447971,$0.15739394923866,approved / 0.00010545 ETH,$3669.35,2021-03-03 01:00:02
NXTlLXtYL0VIL,Interest,NEXONEXO,0.07057490,$0.1491421251254,approved / 0.00000308 BTC,$3669.35,2021-03-03 01:00:02
NXTjD9R9K8Lw2,Interest,NEXONEXO,0.11534997,$0.24376286270262,approved / 0.2017053 EURx,$3669.35,2021-03-03 01:00:02
NXTsu8kZIYG7d,Interest,USD,-0.60000000,$0.6,approved / Interest,$3669.35,2021-03-03 00:00:02
NXTk6yVU3wyhn,Interest,NEXONEXO,0.07445732,$0.16501700339516,approved / 0.00010545 ETH,$3668.75,2021-03-02 01:00:02
NXTzFfrzcXkOO,Interest,NEXONEXO,0.03290113,$0.07291755707719,approved / 0.05235114 GBPx,$3668.75,2021-03-02 01:00:02
NXTf1cEqv9MH9,Interest,NEXONEXO,0.10966514,$0.24304679217182,approved / 0.2017053 EURx,$3668.75,2021-03-02 01:00:02
NXTEONEVB8W4z,Interest,NEXONEXO,0.06905788,$0.15305042430244,approved / 0.00000308 BTC,$3668.75,2021-03-02 01:00:02
NXT47nmlVJMsu,Interest,USD,-0.60000000,$0.6,approved / Interest,$3668.75,2021-03-02 00:00:01
NXT90ON0k8mNA,Interest,NEXONEXO,0.06818075,$0.139125274882,approved / 0.00000308 BTC,$3668.15,2021-03-01 01:00:03
NXTeuvng5QxAQ,Interest,NEXONEXO,0.07317759,$0.14932150678824,approved / 0.00010545 ETH,$3668.15,2021-03-01 01:00:03
NXT63QYmcDJIp,Interest,NEXONEXO,0.03584508,$0.07314317616288,approved / 0.05235114 GBPx,$3668.15,2021-03-01 01:00:03
NXT0SoXOgeAvw,Interest,NEXONEXO,0.11949847,$0.24384092997992,approved / 0.2017053 EURx,$3668.15,2021-03-01 01:00:03
NXTUNrTxMSTEm,Interest,USD,-0.60000000,$0.6,approved / Interest,$3668.15,2021-03-01 00:00:01
NXTichoOsqbIN,TransferOut,NEXO,-5.20395431,$9.5716956098347,approved / Transfer from Savings Wallet to Credit Line Wallet,$3667.55,2021-02-28 08:20:12
NXTrKd0XiXKUq,Interest,NEXONEXO,0.07058608,$0.1424487092568,approved / 0.00000308 BTC,$3667.55,2021-02-28 01:00:02
NXTlk0z9myC7x,Interest,NEXONEXO,0.07629572,$0.1539712480962,approved / 0.00010545 ETH,$3667.55,2021-02-28 01:00:02
NXTfKpbwkLk32,Interest,NEXONEXO,0.12065926,$0.2435006427171,approved / 0.2017053 EURx,$3667.55,2021-02-28 01:00:02
NXTDZhehYzmN3,Interest,NEXONEXO,0.03612284,$0.0728989615614,approved / 0.05235114 GBPx,$3667.55,2021-02-28 01:00:02
NXT11cJxgxEgR,Interest,USD,-0.60000000,$0.6,approved / Interest,$3667.55,2021-02-28 00:00:01
NXTZW0VwU0XqP,TransferIn,BTC,0.00200000,$95.535194912,approved / Transfer from Credit Line Wallet to Savings Wallet,$3666.95,2021-02-27 05:53:01
NXTv3tFf5Dlbv,TransferOut,DAI,-94.48937813,$94.617789194879,approved / Transfer from Savings Wallet to Credit Line Wallet,$3666.95,2021-02-27 05:51:24
NXTyW6odzukcV,ExchangeSell,BTCDAI,-0.00200000,$95.581781372,approved / Exchange Bitcoin to Dai,$3666.95,2021-02-27 05:50:51
NXTX4IST8qaiJ,ExchangeSell,BTCGBPX,-0.00468844,$223.6814499049,approved / Exchange Bitcoin to GBP,$3666.95,2021-02-27 05:44:19
NXT8ZRuWPhtsS,ExchangeSell,BTCEURX,-0.00625126,$298.11101277023,approved / Exchange Bitcoin to EUR,$3666.95,2021-02-27 05:41:31
NXTcTwVHSWX00,Interest,NEXONEXO,0.07616453,$0.15249136661343,approved / 0.00010545 ETH,$3666.95,2021-02-27 01:00:02
NXTaLY2sReNdh,Interest,NEXONEXO,0.12682835,$0.25392697121385,approved / 0.00000548 BTC,$3666.95,2021-02-27 01:00:02
NXTUkw1UW5FGo,Interest,NEXONEXO,0.07306525,$0.14628620204775,approved / 0.12117731 EURx,$3666.95,2021-02-27 01:00:02
NXTj21qmqXFwo,Interest,USD,-0.60000000,$0.6,approved / Interest,$3666.95,2021-02-27 00:00:02
NXT9uGx4qH653,Interest,NEXONEXO,0.13116048,$0.25968686408016,approved / 0.00000548 BTC,$3666.35,2021-02-26 01:00:02
NXTcJm5fzjopV,Interest,NEXONEXO,0.07898219,$0.15637818067823,approved / 0.00010545 ETH,$3666.35,2021-02-26 01:00:02
NXTjjSyObtImu,Interest,NEXONEXO,0.07442342,$0.14735219445614,approved / 0.12117731 EURx,$3666.35,2021-02-26 01:00:02
NXTltNxi6LdPl,Interest,USD,-0.60000000,$0.6,approved / Interest,$3666.35,2021-02-26 00:00:01
NXTRSy8i6eVpv,Interest,NEXONEXO,0.08201041,$0.17144727267755,approved / 0.00010545 ETH,$3665.75,2021-02-25 01:00:02
NXTgbfVDfFHWW,Interest,NEXONEXO,0.13028857,$0.27237542145635,approved / 0.00000548 BTC,$3665.75,2021-02-25 01:00:02
NXTjFJiNSswp4,Interest,NEXONEXO,0.07054391,$0.14747592377005,approved / 0.12117731 EURx,$3665.75,2021-02-25 01:00:02
NXTeQErQXHgre,Interest,USD,-0.60000000,$0.6,approved / Interest,$3665.75,2021-02-25 00:00:02
NXTmFXV59mCsU,Interest,NEXONEXO,0.08126817,$0.16546825176909,approved / 0.00010545 ETH,$3665.15,2021-02-24 01:00:02
NXT5f1mOk7HHh,Interest,NEXONEXO,0.13139051,$0.26752119542927,approved / 0.00000548 BTC,$3665.15,2021-02-24 01:00:02
NXTsXLQuKaZM4,Interest,NEXONEXO,0.07232142,$0.14725197986934,approved / 0.12117731 EURx,$3665.15,2021-02-24 01:00:02
NXTj8A452xCuF,Interest,USD,-0.60000000,$0.6,approved / Interest,$3665.15,2021-02-24 00:00:01
NXTA0Vj89hqSZ,ExchangeSell,EURXETH,-40.00000000,$48.6148,approved / Exchange EUR to Ether,$3664.55,2021-02-23 12:59:55
NXTD9Ph2k71hM,ExchangeSell,EURXBTC,-40.00000000,$48.6148,approved / Exchange EUR to Bitcoin,$3664.55,2021-02-23 12:59:22
NXTryq2Samdqv,ExchangeSell,EURXETH,-40.00000000,$48.69468,approved / Exchange EUR to Ether,$3664.55,2021-02-23 08:22:37
NXT3fJpzEgQWw,ExchangeSell,EURXBTC,-40.00000000,$48.69288,approved / Exchange EUR to Bitcoin,$3664.55,2021-02-23 08:21:25
NXT2TQrNRaj5T,Interest,NEXONEXO,0.09064811,$0.21141749917568,approved / 0.17378005 EURx,$3664.55,2021-02-23 01:00:03
NXTU7BNEl8bA7,Interest,NEXONEXO,0.06998676,$0.16322928050688,approved / 0.00009158 ETH,$3664.55,2021-02-23 01:00:03
NXTgcEWaW5hYA,Interest,NEXONEXO,0.11719754,$0.27333841617152,approved / 0.00000504 BTC,$3664.55,2021-02-23 01:00:03
NXTew3dYAtcpX,Interest,USD,-0.60000000,$0.6,approved / Interest,$3664.55,2021-02-23 00:00:01
NXTvWy1eG1E8Q,Interest,NEXONEXO,0.07443547,$0.17725980946783,approved / 0.00009158 ETH,$3663.95,2021-02-22 01:00:02
NXTuiOfp8xuQO,Interest,NEXONEXO,0.08848739,$0.21072289718471,approved / 0.17378005 EURx,$3663.95,2021-02-22 01:00:02
NXTYrCL2DSst5,Interest,NEXONEXO,0.12167422,$0.28975364909158,approved / 0.00000504 BTC,$3663.95,2021-02-22 01:00:02
NXTzFT0JNuZcE,Interest,USD,-0.60000000,$0.6,approved / Interest,$3663.95,2021-02-22 00:00:02
NXTSjitIyliwD,TransferIn,BTC,0.00100000,$57.4,approved / Transfer from Credit Line Wallet to Savings Wallet,$3663.35,2021-02-21 13:29:49
NXT7SESoJh2UB,Interest,NEXONEXO,0.11380729,$0.26989193970378,approved / 0.00000482 BTC,$3663.35,2021-02-21 01:00:02
NXTRsEFdTZ8ls,Interest,NEXONEXO,0.08880136,$0.21059082681552,approved / 0.17378005 EURx,$3663.35,2021-02-21 01:00:02
NXTR3etoMVp3q,Interest,NEXONEXO,0.07401381,$0.17552241816642,approved / 0.00009158 ETH,$3663.35,2021-02-21 01:00:02
NXTj1jArLGzx6,Interest,USD,-0.60000000,$0.6,approved / Interest,$3663.35,2021-02-21 00:00:02
NXTW5lWkYH1va,TransferIn,BTC,0.00100000,$55.655,approved / Transfer from Credit Line Wallet to Savings Wallet,$3662.75,2021-02-20 06:47:39
NXTF4OliZ0oAc,Interest,NEXONEXO,0.11394622,$0.25738707720834,approved / 0.0000046 BTC,$3662.75,2021-02-20 01:00:02
NXT7qe2gPL2Nf,Interest,NEXONEXO,0.07936640,$0.1792765545408,approved / 0.00009158 ETH,$3662.75,2021-02-20 01:00:02
NXTD7wT00cMyl,Interest,NEXONEXO,0.09322935,$0.21059083755945,approved / 0.17378005 EURx,$3662.75,2021-02-20 01:00:02
NXTBM87n79MBg,Interest,USD,-0.60000000,$0.6,approved / Interest,$3662.75,2021-02-20 00:00:01
NXTvwsAhWrORD,TransferIn,BTC,0.00100000,$53.7379,approved / Transfer from Credit Line Wallet to Savings Wallet,$3662.15,2021-02-19 17:11:09
NXT5UxVp9t1kv,TransferIn,BTC,0.02000000,$1074.766,approved / Transfer from Credit Line Wallet to Savings Wallet,$3662.15,2021-02-19 17:10:07
NXT60DGZweXhA,TransferOut,BTC,-0.01879633,$1010.3027375,approved / Transfer from Savings Wallet to Credit Line Wallet,$3662.15,2021-02-19 17:09:05
NXTZ1foKAbU9I,Interest,NEXONEXO,0.10875546,$0.21259278058788,approved / 0.00000411 BTC,$3662.15,2021-02-19 01:00:03
NXTUkstW8rBQg,Interest,NEXONEXO,0.09061282,$0.17712794705396,approved / 0.00009158 ETH,$3662.15,2021-02-19 01:00:03
NXTqIldEk4PCC,Interest,NEXONEXO,0.10749387,$0.21012665221086,approved / 0.17378005 EURx,$3662.15,2021-02-19 01:00:03
NXTLOWFm8MI15,Interest,USD,-0.60000000,$0.6,approved / Interest,$3662.15,2021-02-19 00:00:02
NXT4h5AD4vOXV,TransferIn,BTC,0.00100000,$51.9909,approved / Transfer from Credit Line Wallet to Savings Wallet,$3661.55,2021-02-18 20:32:30
NXTTougE5lJ4Q,TransferIn,BTC,0.00100000,$52.0999,approved / Transfer from Credit Line Wallet to Savings Wallet,$3661.55,2021-02-18 05:44:24
NXTo5qDOogTjq,Interest,NEXONEXO,0.11478695,$0.20934396271895,approved / 0.17378005 EURx,$3661.55,2021-02-18 01:00:02
NXTgMpjbsFC0e,Interest,NEXONEXO,0.09293664,$0.16949421950304,approved / 0.00009158 ETH,$3661.55,2021-02-18 01:00:02
NXTD5wW6KagVw,Interest,NEXONEXO,0.10522155,$0.19189895924955,approved / 0.00000368 BTC,$3661.55,2021-02-18 01:00:02
NXTrvidRoNuoz,Interest,USD,-0.60000000,$0.6,approved / Interest,$3661.55,2021-02-18 00:00:01
NXTfjlcrXldwO,TransferIn,BTC,0.00100000,$50.0754,approved / Transfer from Credit Line Wallet to Savings Wallet,$3660.95,2021-02-17 07:17:27
NXTjCRrJoWPwi,Interest,NEXONEXO,0.08962463,$0.16317750247451,approved / 0.00009158 ETH,$3660.95,2021-02-17 01:00:02
NXTBelj0F7bjO,Interest,NEXONEXO,0.09350936,$0.17025034103672,approved / 0.00000346 BTC,$3660.95,2021-02-17 01:00:02
NXTMWgAhly4hN,Interest,NEXONEXO,0.11541691,$0.21013691344807,approved / 0.17378005 EURx,$3660.95,2021-02-17 01:00:02
NXTGHTVf2LCzg,Interest,USD,-0.60000000,$0.6,approved / Interest,$3660.95,2021-02-17 00:00:02
NXTJqoDYqQNFU,Interest,NEXONEXO,0.09707500,$0.163144536225,approved / 0.00009158 ETH,$3660.35,2021-02-16 01:00:03
NXTbd9nECeoEd,Interest,NEXONEXO,0.12545054,$0.21083255387562,approved / 0.17378005 EURx,$3660.35,2021-02-16 01:00:03
NXTD8JFHTW7Om,Interest,NEXONEXO,0.09878033,$0.16601051893899,approved / 0.00000346 BTC,$3660.35,2021-02-16 01:00:03
NXTrbHn7zxEsG,Interest,USD,-0.60000000,$0.6,approved / Interest,$3660.35,2021-02-16 00:00:01
NXTsHY9kuqibI,Interest,NEXONEXO,0.12483806,$0.21064887116862,approved / 0.17378005 EURx,$3659.75,2021-02-15 01:00:02
NXTVbmT8sINLx,Interest,NEXONEXO,0.09798144,$0.16533162828288,approved / 0.00009158 ETH,$3659.75,2021-02-15 01:00:02
NXTwkHEFP4jUM,Interest,NEXONEXO,0.09993578,$0.16862933664906,approved / 0.00000346 BTC,$3659.75,2021-02-15 01:00:02
NXTsPmshuJ9Rd,Interest,USD,-0.60000000,$0.6,approved / Interest,$3659.75,2021-02-15 00:00:02
NXTcEw2aLVRxO,TransferIn,BTC,0.00100000,$48.9903,approved / Transfer from Credit Line Wallet to Savings Wallet,$3659.15,2021-02-14 15:29:54
NXTa6XaBKdIb5,TransferOut,PAX,-131.30449174,$131.32602567665,approved / Transfer from Savings Wallet to Credit Line Wallet,$3659.15,2021-02-14 15:28:50
NXTbQMglES8FM,ExchangeSell,TRXPAX,-2402.47074122,$133.56776332887,approved / Exchange Tron to Paxos Standard,$3659.15,2021-02-14 15:27:47
NXTZHyEMDZyt3,ExchangeSell,ETHTRX,-0.07390000,$134.333942,approved / Exchange Ether to Tron,$3659.15,2021-02-14 15:27:05
NXTPQZIAGGXnY,ExchangeSell,NEXOBNBETH,-1.00000000,$135.3194,approved / Exchange BNB to Ether,$3659.15,2021-02-14 15:25:29
NXTcQsCGnzA7q,TransferIn,BNB,1.00000000,$135.5333,approved / Transfer from Credit Line Wallet to Savings Wallet,$3659.15,2021-02-14 15:20:59
NXTFJzyfxfS1a,TransferOut,XRP,-10.00000000,$6.0511,approved / Transfer from Savings Wallet to Credit Line Wallet,$3659.15,2021-02-14 12:19:26
NXTlEXPLIxcoq,Deposit,XRP,10.00000000,$6.0388,approved / 6A1C5CCF717A62CF9E3F44F6BFF7C9706369F9C979FF8CCE8965990C64C96E1E,$3659.15,2021-02-14 12:17:26
NXTqvS8F8jXHj,ExchangeSell,ETHEURX,-0.13928617,$256.9495549692,approved / Exchange Ether to EUR,$3659.15,2021-02-14 11:25:35
NXTTkQgsJPg69,ExchangeSell,BTCEURX,-0.00493211,$242.856603189,approved / Exchange Bitcoin to EUR,$3659.15,2021-02-14 11:23:11
NXTxDG44JXtlJ,ExchangeSell,TRXEURX,-800.00000000,$46.6104,approved / Exchange Tron to EUR,$3659.15,2021-02-14 11:17:19
NXT7Zul13cqn3,TransferIn,TRX,300.00000000,$17.4735,approved / Transfer from Credit Line Wallet to Savings Wallet,$3659.15,2021-02-14 11:16:37
NXTkOtJeEIzbT,TransferIn,TRX,500.00000000,$29.1265,approved / Transfer from Credit Line Wallet to Savings Wallet,$3659.15,2021-02-14 11:15:24
NXTO2RE6W2S7v,ExchangeSell,TRXEURX,-1722.50003476,$100.14270702088,approved / Exchange Tron to EUR,$3659.15,2021-02-14 11:14:12
NXTSoTtfKYGmm,ExchangeSell,PAXTRX,-101.82794938,$101.88008529008,approved / Exchange Paxos Standard to Tron,$3659.15,2021-02-14 11:13:26
NXTs0WM3IwBjK,TransferIn,BTC,0.00100000,$49.235,approved / Transfer from Credit Line Wallet to Savings Wallet,$3659.15,2021-02-14 11:07:21
NXTxLlQGtLcNw,Interest,NEXONEXO,0.01986287,$0.03346591679376,approved / 0.03347768 PAX,$3659.15,2021-02-14 01:00:02
NXTKPPQFqrNyB,Interest,NEXONEXO,0.11493413,$0.19364653906224,approved / 0.0000041 BTC,$3659.15,2021-02-14 01:00:02
NXTPBS5ofNCd2,Interest,NEXONEXO,0.13164778,$0.22180649883744,approved / 0.00012211 ETH,$3659.15,2021-02-14 01:00:02
NXTlkhcbxlnW2,Interest,USD,-0.60000000,$0.6,approved / Interest,$3659.15,2021-02-14 00:00:02
NXTSKHnU34yjA,Interest,NEXONEXO,0.13534560,$0.2255871434544,approved / 0.00012211 ETH,$3658.55,2021-02-13 01:00:03
NXTO3Usg1Kg0Y,Interest,NEXONEXO,0.11672770,$0.1945557772473,approved / 0.0000041 BTC,$3658.55,2021-02-13 01:00:03
NXTGpk9dreuDb,Interest,NEXONEXO,0.02006920,$0.0334503190308,approved / 0.03347768 PAX,$3658.55,2021-02-13 01:00:03
NXT6JkZn6HjnI,Interest,USD,-0.60000000,$0.6,approved / Interest,$3658.55,2021-02-13 00:00:01
NXTEpK7irpHLW,Interest,NEXONEXO,0.02086468,$0.0335169176286,approved / 0.03347768 PAX,$3657.95,2021-02-12 01:00:02
NXT76JdvvNzcK,Interest,NEXONEXO,0.12256036,$0.1968803495022,approved / 0.0000041 BTC,$3657.95,2021-02-12 01:00:02
NXT0h8GislXXP,Interest,NEXONEXO,0.13578982,$0.2181320878989,approved / 0.00012211 ETH,$3657.95,2021-02-12 01:00:02
NXTF9V0MJlQMJ,Interest,USD,-0.60000000,$0.6,approved / Interest,$3657.95,2021-02-12 00:00:02
NXT0sKuomc0Xe,Interest,NEXONEXO,0.13158130,$0.2131596006992,approved / 0.00012211 ETH,$3657.35,2021-02-11 01:00:03
NXT9vAVBcs7v7,Interest,NEXONEXO,0.02067504,$0.03349323399936,approved / 0.03347768 PAX,$3657.35,2021-02-11 01:00:03
NXTS0pfvJOMg3,Interest,NEXONEXO,0.11377148,$0.18430797725632,approved / 0.0000041 BTC,$3657.35,2021-02-11 01:00:03
NXT68kdUC0Wqr,Interest,USD,-0.60000000,$0.6,approved / Interest,$3657.35,2021-02-11 00:00:02
NXTweP1bwJZ8g,WithdrawalCredit,USD,-1999.80600000,$1999.806,approved / Alfonso Albano,$3656.75,2021-02-10 20:47:15
NXTKKgDjYOwGV,TransferOut,BTC,-0.02040392,$922.455102024,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.94,2021-02-10 20:47:15
NXTi0xPrAUJOK,TransferOut,NEXO,-4.20427587,$6.801160376554,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.94,2021-02-10 20:47:15
NXTLLBjF7vy8z,TransferOut,USDTERC,-239.94368400,$240.09724795776,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.94,2021-02-10 20:42:42
NXTOnPIE2cx9Z,ExchangeSell,XLMUSDTERC,-600.00000000,$242.2848,approved / Exchange Stellar to Tether,$1656.94,2021-02-10 20:42:10
NXTEw0M25JW44,TransferIn,XLM,600.00000000,$242.1594,approved / Transfer from Credit Line Wallet to Savings Wallet,$1656.94,2021-02-10 20:41:07
NXT7iFczvdkH7,TransferOut,XLM,-602.00000010,$242.6078060403,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.94,2021-02-10 20:38:59
NXTuOd7p3dKB2,Deposit,XLM,602.00000010,$242.04132404021,approved / a47db083e6396c4eccaebbe732c5487e45db25c92ca36826f037379f418e4a9a,$1656.94,2021-02-10 20:38:10
NXTx0Nc3gKj0f,TransferOut,BNB,-1.00000000,$127.1825,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.94,2021-02-10 14:10:30
NXTApFrzL6f2z,Deposit,BNBN,1.00000000,$129.7315,approved / D18A7FA10B4368D740AA7220F0CE7331C7C584CEA2E44DAA19DBEFF5083A722F,$1656.94,2021-02-10 14:09:21
NXTEKnfh1SqBJ,TransferOut,USDTERC,-170.74198300,$170.8866014596,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.94,2021-02-10 05:53:09
NXTDWEJruPWTH,ExchangeSell,NEXONEXOUSDTERC,-100.00000000,$173.5072,approved / Exchange NEXO Token to Tether,$1656.94,2021-02-10 05:52:04
NXTGyRsqp6VTr,TransferIn,NEXO,100.00000000,$173.4027,approved / Transfer from Credit Line Wallet to Savings Wallet,$1656.94,2021-02-10 05:51:18
NXTZ0AkT8Q1bS,Interest,NEXONEXO,0.01956232,$0.03343370680184,approved / 0.03347768 PAX,$1656.94,2021-02-10 01:00:03
NXT6EXHiNX22z,Interest,NEXONEXO,0.23373150,$0.3994674681405,approved / 0.00000857 BTC,$1656.94,2021-02-10 01:00:03
NXTxgxS6K2Qbl,Interest,NEXONEXO,0.12670621,$0.21655193633027,approved / 0.00012211 ETH,$1656.94,2021-02-10 01:00:03
NXTA3kSQ1Id6a,Interest,USD,-0.27000000,$0.27,approved / Interest,$1656.94,2021-02-10 00:00:01
NXTcmfDCNuPEY,TransferOut,LINK,-3.71248531,$94.595729492454,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.67,2021-02-09 17:11:20
NXTLCFnDU9gPr,TransferOut,TRX,-1039.85713488,$49.271550622019,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.67,2021-02-09 17:09:49
NXToyOlToZhqo,TransferOut,XLM,-250.28305715,$97.835897322992,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.67,2021-02-09 17:08:39
NXT7ZJgyHrSXz,TransferOut,BNB,-1.37652080,$144.90538105144,approved / Transfer from Savings Wallet to Credit Line Wallet,$1656.67,2021-02-09 17:07:16
